Gene	ENSG ID	Disease	Class	Control	logFC	p-value adjusted
MERTK	ENSG00000153208	Alcohol-related liver disease	Metabolic	Class	0.310	4.69E-2
MERTK	ENSG00000153208	Alcohol-related liver disease	Metabolic	Healthy	0.574	7.14E-4
MERTK	ENSG00000153208	Metabolic syndrome	Metabolic	All other diseases	-0.183	3.47E-11
MERTK	ENSG00000153208	Metabolic syndrome	Metabolic	Class	-0.174	6.60E-9
MERTK	ENSG00000153208	Metabolic syndrome	Metabolic	Healthy	0.070	1.59E-3
MERTK	ENSG00000153208	Obesity	Metabolic	All other diseases	-0.210	5.62E-10
MERTK	ENSG00000153208	Obesity	Metabolic	Class	-0.203	1.19E-8
MERTK	ENSG00000153208	Obesity	Metabolic	Healthy	0.068	3.26E-2
MERTK	ENSG00000153208	MASLD	Metabolic	All other diseases	0.124	3.37E-2
MERTK	ENSG00000153208	MASLD	Metabolic	Class	0.123	4.60E-2
MERTK	ENSG00000153208	MASLD	Metabolic	Healthy	0.355	1.44E-10
MERTK	ENSG00000153208	Staphylococcus aureus bacteremia	Infection	All other diseases	0.352	8.40E-4
MERTK	ENSG00000153208	Staphylococcus aureus bacteremia	Infection	Class	0.337	8.16E-3
MERTK	ENSG00000153208	Staphylococcus aureus bacteremia	Infection	Healthy	0.656	9.04E-5
MERTK	ENSG00000153208	Meningioma	Cancer	All other diseases	-0.071	4.19E-1
MERTK	ENSG00000153208	Meningioma	Cancer	Class	-0.015	8.92E-1
MERTK	ENSG00000153208	Meningioma	Cancer	Healthy	0.192	1.45E-2
MERTK	ENSG00000153208	Lung cancer	Cancer	All other diseases	-0.135	4.26E-5
MERTK	ENSG00000153208	Lung cancer	Cancer	Class	-0.113	8.18E-4
MERTK	ENSG00000153208	Lung cancer	Cancer	Healthy	0.088	1.76E-2
MERTK	ENSG00000153208	Melanoma	Cancer	All other diseases	0.015	8.34E-1
MERTK	ENSG00000153208	Melanoma	Cancer	Class	0.053	4.18E-1
MERTK	ENSG00000153208	Melanoma	Cancer	Healthy	0.273	6.45E-7
MERTK	ENSG00000153208	Ovarian cancer	Cancer	All other diseases	-0.331	1.06E-15
MERTK	ENSG00000153208	Ovarian cancer	Cancer	Class	-0.264	3.44E-11
MERTK	ENSG00000153208	Ovarian cancer	Cancer	Healthy	-0.100	1.96E-2
MERTK	ENSG00000153208	Pancreatic cancer	Cancer	All other diseases	0.356	7.78E-8
MERTK	ENSG00000153208	Pancreatic cancer	Cancer	Class	0.401	4.76E-11
MERTK	ENSG00000153208	Pancreatic cancer	Cancer	Healthy	0.521	7.75E-7
MERTK	ENSG00000153208	Pituitary neuroendocrine tumor	Cancer	All other diseases	-0.186	3.72E-2
MERTK	ENSG00000153208	Pituitary neuroendocrine tumor	Cancer	Class	-0.115	2.54E-1
MERTK	ENSG00000153208	Pituitary neuroendocrine tumor	Cancer	Healthy	0.053	5.57E-1
MERTK	ENSG00000153208	Myeloma	Cancer	All other diseases	0.366	1.46E-4
MERTK	ENSG00000153208	Myeloma	Cancer	Class	0.419	2.64E-6
MERTK	ENSG00000153208	Myeloma	Cancer	Healthy	0.697	4.36E-5
MERTK	ENSG00000153208	Hepatocellular cancer	Cancer	All other diseases	0.498	6.61E-16
MERTK	ENSG00000153208	Hepatocellular cancer	Cancer	Class	0.585	1.53E-23
MERTK	ENSG00000153208	Hepatocellular cancer	Cancer	Healthy	0.781	4.72E-20
MERTK	ENSG00000153208	HIV	Infection	All other diseases	-0.088	1.99E-1
MERTK	ENSG00000153208	HIV	Infection	Class	0.029	7.62E-1
MERTK	ENSG00000153208	HIV	Infection	Healthy	0.231	2.41E-3
MERTK	ENSG00000153208	Dengue fever	Infection	All other diseases	0.184	2.94E-1
MERTK	ENSG00000153208	Dengue fever	Infection	Class	0.312	2.72E-1
MERTK	ENSG00000153208	Dengue fever	Infection	Healthy	0.289	1.52E-1
MERTK	ENSG00000153208	E.coli pyelonephritis	Infection	All other diseases	0.097	1.34E-1
MERTK	ENSG00000153208	E.coli pyelonephritis	Infection	Class	0.056	6.41E-1
MERTK	ENSG00000153208	E.coli pyelonephritis	Infection	Healthy	0.343	2.29E-8
MERTK	ENSG00000153208	Mycoplasma pneumonia	Infection	All other diseases	0.063	6.42E-1
MERTK	ENSG00000153208	Mycoplasma pneumonia	Infection	Class	0.153	4.27E-1
MERTK	ENSG00000153208	Mycoplasma pneumonia	Infection	Healthy	0.314	4.58E-4
MERTK	ENSG00000153208	Pneumococcal pneumonia	Infection	All other diseases	-0.062	3.95E-1
MERTK	ENSG00000153208	Pneumococcal pneumonia	Infection	Class	-0.137	2.55E-1
MERTK	ENSG00000153208	Pneumococcal pneumonia	Infection	Healthy	0.159	2.96E-1
MERTK	ENSG00000153208	Influenza	Infection	All other diseases	-0.117	1.44E-2
MERTK	ENSG00000153208	Influenza	Infection	Class	-0.114	9.96E-2
MERTK	ENSG00000153208	Influenza	Infection	Healthy	0.196	1.88E-4
MERTK	ENSG00000153208	Malaria	Infection	All other diseases	-0.112	9.25E-2
MERTK	ENSG00000153208	Malaria	Infection	Class	0.029	8.02E-1
MERTK	ENSG00000153208	Malaria	Infection	Healthy	0.281	6.45E-3
MERTK	ENSG00000153208	Bacterial gastroenteritis	Infection	All other diseases	-0.320	5.78E-3
MERTK	ENSG00000153208	Bacterial gastroenteritis	Infection	Class	-0.190	3.86E-1
MERTK	ENSG00000153208	Bacterial gastroenteritis	Infection	Healthy	-0.187	2.05E-1
MERTK	ENSG00000153208	Sjögrens syndrome	Autoimmune	All other diseases	0.161	1.23E-2
MERTK	ENSG00000153208	Sjögrens syndrome	Autoimmune	Class	-0.034	6.87E-1
MERTK	ENSG00000153208	Sjögrens syndrome	Autoimmune	Healthy	0.428	2.12E-13
MERTK	ENSG00000153208	Myositis	Autoimmune	All other diseases	0.354	2.80E-23
MERTK	ENSG00000153208	Myositis	Autoimmune	Class	0.177	2.17E-5
MERTK	ENSG00000153208	Myositis	Autoimmune	Healthy	0.568	5.68E-35
MERTK	ENSG00000153208	Rheumatoid arthritis	Autoimmune	All other diseases	0.018	8.40E-1
MERTK	ENSG00000153208	Rheumatoid arthritis	Autoimmune	Class	-0.197	6.84E-3
MERTK	ENSG00000153208	Rheumatoid arthritis	Autoimmune	Healthy	0.248	1.09E-3
MERTK	ENSG00000153208	Systemic sclerosis	Autoimmune	All other diseases	0.108	7.64E-2
MERTK	ENSG00000153208	Systemic sclerosis	Autoimmune	Class	-0.092	2.27E-1
MERTK	ENSG00000153208	Systemic sclerosis	Autoimmune	Healthy	0.339	2.20E-9
MERTK	ENSG00000153208	Acute myeloid leukemia	Cancer	All other diseases	0.052	5.86E-1
MERTK	ENSG00000153208	Acute myeloid leukemia	Cancer	Class	0.083	3.33E-1
MERTK	ENSG00000153208	Acute myeloid leukemia	Cancer	Healthy	0.345	5.16E-4
MERTK	ENSG00000153208	Systemic lupus erythematosus	Autoimmune	All other diseases	0.319	2.16E-8
MERTK	ENSG00000153208	Systemic lupus erythematosus	Autoimmune	Class	0.156	1.86E-2
MERTK	ENSG00000153208	Systemic lupus erythematosus	Autoimmune	Healthy	0.487	2.52E-7
MERTK	ENSG00000153208	Multiple sclerosis	Autoimmune	All other diseases	0.123	4.85E-4
MERTK	ENSG00000153208	Multiple sclerosis	Autoimmune	Class	-0.099	1.87E-2
MERTK	ENSG00000153208	Multiple sclerosis	Autoimmune	Healthy	0.440	1.02E-36
MERTK	ENSG00000153208	Pediatric sarcoma	Pediatric	All other diseases	0.119	7.62E-1
MERTK	ENSG00000153208	Pediatric sarcoma	Pediatric	Class	-0.004	9.97E-1
MERTK	ENSG00000153208	Pediatric sarcoma	Pediatric	Healthy	0.119	7.60E-1
MERTK	ENSG00000153208	Pediatric neuroblastoma	Pediatric	All other diseases	0.049	8.22E-1
MERTK	ENSG00000153208	Pediatric neuroblastoma	Pediatric	Class	-0.182	4.64E-1
MERTK	ENSG00000153208	Pediatric neuroblastoma	Pediatric	Healthy	-0.022	9.16E-1
MERTK	ENSG00000153208	Pediatric retinoblastoma	Pediatric	All other diseases	-0.148	6.57E-1
MERTK	ENSG00000153208	Pediatric retinoblastoma	Pediatric	Class	-0.302	3.57E-1
MERTK	ENSG00000153208	Pediatric retinoblastoma	Pediatric	Healthy	-0.141	6.19E-1
MERTK	ENSG00000153208	Schizophrenia	Psychiatric	All other diseases	-0.199	6.16E-4
MERTK	ENSG00000153208	Schizophrenia	Psychiatric	Class	0.013	9.66E-1
MERTK	ENSG00000153208	Schizophrenia	Psychiatric	Healthy	-0.002	9.82E-1
MERTK	ENSG00000153208	Bipolar disorder	Psychiatric	All other diseases	-0.249	5.71E-3
MERTK	ENSG00000153208	Bipolar disorder	Psychiatric	Class	-0.040	9.67E-1
MERTK	ENSG00000153208	Bipolar disorder	Psychiatric	Healthy	0.072	5.69E-1
MERTK	ENSG00000153208	Pediatric systemic inflammatory disease	Pediatric	All other diseases	1.100	5.76E-30
MERTK	ENSG00000153208	Pediatric systemic inflammatory disease	Pediatric	Class	0.977	2.43E-23
MERTK	ENSG00000153208	Pediatric systemic inflammatory disease	Pediatric	Healthy	1.100	2.58E-19
MERTK	ENSG00000153208	Pediatric diffuse astrocytic and oligodendro. tumor	Pediatric	All other diseases	0.242	1.87E-1
MERTK	ENSG00000153208	Pediatric diffuse astrocytic and oligodendro. tumor	Pediatric	Class	-0.047	8.61E-1
MERTK	ENSG00000153208	Pediatric diffuse astrocytic and oligodendro. tumor	Pediatric	Healthy	0.237	1.33E-1
MERTK	ENSG00000153208	Viral hepatitis related cirrhosis	Metabolic	All other diseases	0.344	6.77E-8
MERTK	ENSG00000153208	Viral hepatitis related cirrhosis	Metabolic	Class	0.343	3.66E-8
MERTK	ENSG00000153208	Viral hepatitis related cirrhosis	Metabolic	Healthy	0.594	7.16E-16
MERTK	ENSG00000153208	Pediatric bone tumor	Pediatric	All other diseases	-0.131	8.01E-1
MERTK	ENSG00000153208	Pediatric bone tumor	Pediatric	Class	-0.506	6.54E-1
MERTK	ENSG00000153208	Pediatric bone tumor	Pediatric	Healthy	0.044	8.75E-1
MERTK	ENSG00000153208	Pediatric CNS tumor	Pediatric	All other diseases	0.089	7.40E-1
MERTK	ENSG00000153208	Pediatric CNS tumor	Pediatric	Class	-0.118	6.87E-1
MERTK	ENSG00000153208	Pediatric CNS tumor	Pediatric	Healthy	0.211	3.26E-1
MERTK	ENSG00000153208	Pediatric long COVID	Pediatric	All other diseases	0.280	1.34E-1
MERTK	ENSG00000153208	Pediatric long COVID	Pediatric	Class	-0.011	9.57E-1
MERTK	ENSG00000153208	Pediatric long COVID	Pediatric	Healthy	0.285	1.07E-1
MERTK	ENSG00000153208	Pediatric lymphoma	Pediatric	All other diseases	0.127	7.85E-1
MERTK	ENSG00000153208	Pediatric lymphoma	Pediatric	Class	-0.265	4.97E-1
MERTK	ENSG00000153208	Pediatric lymphoma	Pediatric	Healthy	0.125	5.97E-1
MERTK	ENSG00000153208	Pediatric kidney tumor	Pediatric	All other diseases	-0.317	2.60E-1
MERTK	ENSG00000153208	Pediatric kidney tumor	Pediatric	Class	-0.489	1.62E-1
MERTK	ENSG00000153208	Pediatric kidney tumor	Pediatric	Healthy	-0.419	4.70E-2
MERTK	ENSG00000153208	Type 2 diabetes	Metabolic	All other diseases	-0.245	2.20E-4
MERTK	ENSG00000153208	Type 2 diabetes	Metabolic	Class	-0.268	4.67E-5
MERTK	ENSG00000153208	Type 2 diabetes	Metabolic	Healthy	0.062	3.76E-1
MET	ENSG00000105976	Viral hepatitis related cirrhosis	Metabolic	All other diseases	-0.167	9.87E-3
MET	ENSG00000105976	Viral hepatitis related cirrhosis	Metabolic	Class	-0.088	6.42E-2
MET	ENSG00000105976	Viral hepatitis related cirrhosis	Metabolic	Healthy	-0.296	7.22E-7
MET	ENSG00000105976	Pediatric CNS tumor	Pediatric	All other diseases	0.212	3.97E-1
MET	ENSG00000105976	Pediatric CNS tumor	Pediatric	Class	0.346	6.36E-1
MET	ENSG00000105976	Pediatric CNS tumor	Pediatric	Healthy	-0.063	7.07E-1
MET	ENSG00000105976	Pediatric diffuse astrocytic and oligodendro. tumor	Pediatric	All other diseases	0.333	6.60E-2
MET	ENSG00000105976	Pediatric diffuse astrocytic and oligodendro. tumor	Pediatric	Class	0.538	3.48E-1
MET	ENSG00000105976	Pediatric diffuse astrocytic and oligodendro. tumor	Pediatric	Healthy	0.110	4.60E-1
MET	ENSG00000105976	Pediatric bone tumor	Pediatric	All other diseases	0.355	3.59E-1
MET	ENSG00000105976	Pediatric bone tumor	Pediatric	Class	0.516	7.26E-1
MET	ENSG00000105976	Pediatric bone tumor	Pediatric	Healthy	0.161	2.76E-1
MET	ENSG00000105976	Pediatric kidney tumor	Pediatric	All other diseases	0.454	1.14E-1
MET	ENSG00000105976	Pediatric kidney tumor	Pediatric	Class	0.599	5.12E-1
MET	ENSG00000105976	Pediatric kidney tumor	Pediatric	Healthy	0.206	2.72E-1
MET	ENSG00000105976	Pediatric long COVID	Pediatric	All other diseases	0.432	1.50E-2
MET	ENSG00000105976	Pediatric long COVID	Pediatric	Class	1.027	1.46E-2
MET	ENSG00000105976	Pediatric long COVID	Pediatric	Healthy	0.078	4.88E-1
MET	ENSG00000105976	Pediatric lymphoma	Pediatric	All other diseases	0.499	1.22E-1
MET	ENSG00000105976	Pediatric lymphoma	Pediatric	Class	0.820	3.04E-1
MET	ENSG00000105976	Pediatric lymphoma	Pediatric	Healthy	0.302	8.60E-2
MET	ENSG00000105976	Hepatocellular cancer	Cancer	All other diseases	-0.032	6.45E-1
MET	ENSG00000105976	Hepatocellular cancer	Cancer	Class	0.004	9.31E-1
MET	ENSG00000105976	Hepatocellular cancer	Cancer	Healthy	-0.095	1.58E-1
MET	ENSG00000105976	Lung cancer	Cancer	All other diseases	-0.086	4.70E-3
MET	ENSG00000105976	Lung cancer	Cancer	Class	-0.030	2.79E-1
MET	ENSG00000105976	Lung cancer	Cancer	Healthy	-0.134	2.47E-6
MET	ENSG00000105976	Meningioma	Cancer	All other diseases	-0.104	2.59E-1
MET	ENSG00000105976	Meningioma	Cancer	Class	-0.066	3.12E-1
MET	ENSG00000105976	Meningioma	Cancer	Healthy	-0.157	1.03E-2
MET	ENSG00000105976	Myeloma	Cancer	All other diseases	-0.155	2.06E-1
MET	ENSG00000105976	Myeloma	Cancer	Class	-0.105	1.38E-1
MET	ENSG00000105976	Myeloma	Cancer	Healthy	-0.294	4.08E-3
MET	ENSG00000105976	Melanoma	Cancer	All other diseases	0.181	1.33E-3
MET	ENSG00000105976	Melanoma	Cancer	Class	0.244	1.75E-10
MET	ENSG00000105976	Melanoma	Cancer	Healthy	0.111	1.01E-1
MET	ENSG00000105976	Ovarian cancer	Cancer	All other diseases	-0.089	2.01E-2
MET	ENSG00000105976	Ovarian cancer	Cancer	Class	-0.052	1.11E-1
MET	ENSG00000105976	Ovarian cancer	Cancer	Healthy	-0.152	4.39E-7
MET	ENSG00000105976	Pancreatic cancer	Cancer	All other diseases	-0.027	7.44E-1
MET	ENSG00000105976	Pancreatic cancer	Cancer	Class	0.032	5.24E-1
MET	ENSG00000105976	Pancreatic cancer	Cancer	Healthy	-0.152	3.64E-2
MET	ENSG00000105976	Pituitary neuroendocrine tumor	Cancer	All other diseases	-0.018	8.79E-1
MET	ENSG00000105976	Pituitary neuroendocrine tumor	Cancer	Class	-0.006	9.47E-1
MET	ENSG00000105976	Pituitary neuroendocrine tumor	Cancer	Healthy	-0.165	1.20E-2
MET	ENSG00000105976	Breast ductal carcinoma in situ	Cancer	All other diseases	0.002	9.84E-1
MET	ENSG00000105976	Breast ductal carcinoma in situ	Cancer	Class	0.044	5.40E-1
MET	ENSG00000105976	Breast ductal carcinoma in situ	Cancer	Healthy	-0.103	1.27E-1
MET	ENSG00000105976	Chronic lymphocytic leukemia	Cancer	All other diseases	0.018	8.96E-1
MET	ENSG00000105976	Chronic lymphocytic leukemia	Cancer	Class	0.085	2.37E-1
MET	ENSG00000105976	Chronic lymphocytic leukemia	Cancer	Healthy	-0.040	6.09E-1
MET	ENSG00000105976	Colorectal cancer	Cancer	All other diseases	-0.149	2.46E-6
MET	ENSG00000105976	Colorectal cancer	Cancer	Class	-0.103	4.46E-5
MET	ENSG00000105976	Colorectal cancer	Cancer	Healthy	-0.192	2.83E-11
MET	ENSG00000105976	Cervical cancer	Cancer	All other diseases	-0.027	5.97E-1
MET	ENSG00000105976	Cervical cancer	Cancer	Class	-0.001	9.85E-1
MET	ENSG00000105976	Cervical cancer	Cancer	Healthy	-0.089	1.68E-2
MET	ENSG00000105976	Diffuse large B-cell lymphoma	Cancer	All other diseases	0.028	8.17E-1
MET	ENSG00000105976	Diffuse large B-cell lymphoma	Cancer	Class	0.062	3.69E-1
MET	ENSG00000105976	Diffuse large B-cell lymphoma	Cancer	Healthy	-0.094	9.79E-2
MET	ENSG00000105976	Endometrial cancer	Cancer	All other diseases	-0.079	1.32E-1
MET	ENSG00000105976	Endometrial cancer	Cancer	Class	-0.035	4.54E-1
MET	ENSG00000105976	Endometrial cancer	Cancer	Healthy	-0.159	1.45E-4
MET	ENSG00000105976	Glioma	Cancer	All other diseases	-0.128	1.33E-3
MET	ENSG00000105976	Glioma	Cancer	Class	-0.104	6.46E-4
MET	ENSG00000105976	Glioma	Cancer	Healthy	-0.174	5.98E-10
MET	ENSG00000105976	Prostate cancer	Cancer	All other diseases	0.024	6.05E-1
MET	ENSG00000105976	Prostate cancer	Cancer	Class	0.097	4.71E-3
MET	ENSG00000105976	Prostate cancer	Cancer	Healthy	-0.031	3.63E-1
MET	ENSG00000105976	Abdominal aortic aneurysm	Cardiovascular	All other diseases	0.001	9.84E-1
MET	ENSG00000105976	Abdominal aortic aneurysm	Cardiovascular	Class	-0.004	9.50E-1
MET	ENSG00000105976	Abdominal aortic aneurysm	Cardiovascular	Healthy	-0.045	4.89E-1
MET	ENSG00000105976	Acute coronary syndrome	Cardiovascular	All other diseases	0.021	8.40E-1
MET	ENSG00000105976	Acute coronary syndrome	Cardiovascular	Class	0.011	8.39E-1
MET	ENSG00000105976	Acute coronary syndrome	Cardiovascular	Healthy	-0.037	4.65E-1
MET	ENSG00000105976	Small intestine neuroendocrine tumor	Cancer	All other diseases	-0.007	9.57E-1
MET	ENSG00000105976	Small intestine neuroendocrine tumor	Cancer	Class	0.032	7.30E-1
MET	ENSG00000105976	Small intestine neuroendocrine tumor	Cancer	Healthy	-0.084	2.35E-1
MET	ENSG00000105976	Acute venous thromboembolism	Cardiovascular	All other diseases	-0.036	7.78E-1
MET	ENSG00000105976	Acute venous thromboembolism	Cardiovascular	Class	-0.101	4.36E-2
MET	ENSG00000105976	Acute venous thromboembolism	Cardiovascular	Healthy	-0.151	6.14E-3
MET	ENSG00000105976	Coronary artery calcification	Cardiovascular	All other diseases	-0.004	9.07E-1
MET	ENSG00000105976	Coronary artery calcification	Cardiovascular	Class	-0.060	7.41E-3
MET	ENSG00000105976	Coronary artery calcification	Cardiovascular	Healthy	-0.104	4.22E-6
MET	ENSG00000105976	Previous venous thromboembolism	Cardiovascular	All other diseases	0.163	3.33E-3
MET	ENSG00000105976	Previous venous thromboembolism	Cardiovascular	Class	0.152	2.47E-5
MET	ENSG00000105976	Previous venous thromboembolism	Cardiovascular	Healthy	0.025	4.90E-1
MET	ENSG00000105976	Bacterial gastroenteritis	Infection	All other diseases	0.194	1.29E-1
MET	ENSG00000105976	Bacterial gastroenteritis	Infection	Class	-0.039	7.65E-1
MET	ENSG00000105976	Bacterial gastroenteritis	Infection	Healthy	0.028	8.26E-1
MET	ENSG00000105976	Staphylococcus aureus bacteremia	Infection	All other diseases	0.343	6.11E-3
MET	ENSG00000105976	Staphylococcus aureus bacteremia	Infection	Class	0.215	6.44E-2
MET	ENSG00000105976	Staphylococcus aureus bacteremia	Infection	Healthy	0.260	3.40E-2
MET	ENSG00000105976	Alcohol-related liver disease	Metabolic	All other diseases	-0.574	1.55E-3
MET	ENSG00000105976	Alcohol-related liver disease	Metabolic	Class	-0.465	8.24E-5
MET	ENSG00000105976	Alcohol-related liver disease	Metabolic	Healthy	-0.694	6.48E-5
MET	ENSG00000105976	Chronic liver disease	Metabolic	All other diseases	-0.179	9.89E-2
MET	ENSG00000105976	Chronic liver disease	Metabolic	Class	-0.132	5.96E-2
MET	ENSG00000105976	Chronic liver disease	Metabolic	Healthy	-0.451	5.28E-6
MET	ENSG00000105976	Streptococcal soft tissue infection	Infection	All other diseases	0.126	4.14E-2
MET	ENSG00000105976	Streptococcal soft tissue infection	Infection	Class	-0.034	5.81E-1
MET	ENSG00000105976	Streptococcal soft tissue infection	Infection	Healthy	0.025	7.37E-1
MET	ENSG00000105976	MASLD	Metabolic	All other diseases	-0.268	2.89E-7
MET	ENSG00000105976	MASLD	Metabolic	Class	-0.205	1.15E-6
MET	ENSG00000105976	MASLD	Metabolic	Healthy	-0.411	1.91E-19
MET	ENSG00000105976	Metabolic syndrome	Metabolic	All other diseases	-0.010	7.28E-1
MET	ENSG00000105976	Metabolic syndrome	Metabolic	Class	0.090	2.49E-5
MET	ENSG00000105976	Metabolic syndrome	Metabolic	Healthy	-0.107	3.81E-10
MET	ENSG00000105976	Obesity	Metabolic	All other diseases	0.027	4.29E-1
MET	ENSG00000105976	Obesity	Metabolic	Class	0.135	6.50E-8
MET	ENSG00000105976	Obesity	Metabolic	Healthy	-0.073	1.16E-3
MET	ENSG00000105976	Type 2 diabetes	Metabolic	All other diseases	-0.046	5.20E-1
MET	ENSG00000105976	Type 2 diabetes	Metabolic	Class	0.090	6.82E-2
MET	ENSG00000105976	Type 2 diabetes	Metabolic	Healthy	-0.145	6.81E-4
MET	ENSG00000105976	Pediatric systemic inflammatory disease	Pediatric	All other diseases	-3.323	10.02E-321
MET	ENSG00000105976	Pediatric systemic inflammatory disease	Pediatric	Class	-3.477	5.48E-55
MET	ENSG00000105976	Pediatric systemic inflammatory disease	Pediatric	Healthy	-3.372	3.40E-26
MET	ENSG00000105976	Pediatric retinoblastoma	Pediatric	All other diseases	0.296	3.74E-1
MET	ENSG00000105976	Pediatric retinoblastoma	Pediatric	Class	0.754	2.90E-1
MET	ENSG00000105976	Pediatric retinoblastoma	Pediatric	Healthy	-0.008	9.77E-1
MET	ENSG00000105976	Pediatric sarcoma	Pediatric	All other diseases	0.332	3.30E-1
MET	ENSG00000105976	Pediatric sarcoma	Pediatric	Class	0.469	7.71E-1
MET	ENSG00000105976	Pediatric sarcoma	Pediatric	Healthy	0.308	3.27E-1
MET	ENSG00000105976	Pediatric neuroblastoma	Pediatric	All other diseases	0.576	5.17E-3
MET	ENSG00000105976	Pediatric neuroblastoma	Pediatric	Class	0.929	1.09E-1
MET	ENSG00000105976	Pediatric neuroblastoma	Pediatric	Healthy	0.090	6.18E-1
MET	ENSG00000105976	Bipolar disorder	Psychiatric	All other diseases	-0.304	8.21E-4
MET	ENSG00000105976	Bipolar disorder	Psychiatric	Class	-0.039	9.48E-1
MET	ENSG00000105976	Bipolar disorder	Psychiatric	Healthy	-0.492	5.43E-11
MET	ENSG00000105976	Schizophrenia	Psychiatric	All other diseases	-0.202	2.67E-4
MET	ENSG00000105976	Schizophrenia	Psychiatric	Class	0.053	7.53E-1
MET	ENSG00000105976	Schizophrenia	Psychiatric	Healthy	-0.365	3.54E-15
MET	ENSG00000105976	Dengue fever	Infection	All other diseases	0.310	4.98E-2
MET	ENSG00000105976	Dengue fever	Infection	Class	0.104	5.13E-1
MET	ENSG00000105976	Dengue fever	Infection	Healthy	-0.018	9.38E-1
MET	ENSG00000105976	HIV	Infection	All other diseases	0.247	4.70E-5
MET	ENSG00000105976	HIV	Infection	Class	0.023	7.15E-1
MET	ENSG00000105976	HIV	Infection	Healthy	0.071	3.14E-1
MET	ENSG00000105976	Influenza	Infection	All other diseases	0.029	5.47E-1
MET	ENSG00000105976	Influenza	Infection	Class	-0.155	7.89E-4
MET	ENSG00000105976	Influenza	Infection	Healthy	-0.085	5.46E-2
MET	ENSG00000105976	E.coli pyelonephritis	Infection	All other diseases	0.032	6.35E-1
MET	ENSG00000105976	E.coli pyelonephritis	Infection	Class	-0.083	2.82E-1
MET	ENSG00000105976	E.coli pyelonephritis	Infection	Healthy	-0.081	1.55E-1
MET	ENSG00000105976	Malaria	Infection	All other diseases	0.408	2.09E-11
MET	ENSG00000105976	Malaria	Infection	Class	0.197	1.74E-3
MET	ENSG00000105976	Malaria	Infection	Healthy	0.254	1.32E-3
MET	ENSG00000105976	Mycoplasma pneumonia	Infection	All other diseases	0.173	1.55E-1
MET	ENSG00000105976	Mycoplasma pneumonia	Infection	Class	-0.052	6.64E-1
MET	ENSG00000105976	Mycoplasma pneumonia	Infection	Healthy	-0.040	6.75E-1
MET	ENSG00000105976	Pneumococcal pneumonia	Infection	All other diseases	0.105	1.62E-1
MET	ENSG00000105976	Pneumococcal pneumonia	Infection	Class	0.012	9.29E-1
MET	ENSG00000105976	Pneumococcal pneumonia	Infection	Healthy	0.073	2.88E-1
MET	ENSG00000105976	Multiple sclerosis	Autoimmune	All other diseases	0.232	3.44E-13
MET	ENSG00000105976	Multiple sclerosis	Autoimmune	Class	0.010	7.26E-1
MET	ENSG00000105976	Multiple sclerosis	Autoimmune	Healthy	0.105	2.10E-5
MET	ENSG00000105976	Rheumatoid arthritis	Autoimmune	All other diseases	0.171	10.00E-3
MET	ENSG00000105976	Rheumatoid arthritis	Autoimmune	Class	0.063	2.04E-1
MET	ENSG00000105976	Rheumatoid arthritis	Autoimmune	Healthy	0.067	1.03E-1
MET	ENSG00000105976	Sjögrens syndrome	Autoimmune	All other diseases	0.123	4.92E-2
MET	ENSG00000105976	Sjögrens syndrome	Autoimmune	Class	-0.026	5.86E-1
MET	ENSG00000105976	Sjögrens syndrome	Autoimmune	Healthy	0.059	1.50E-1
MET	ENSG00000105976	Systemic lupus erythematosus	Autoimmune	All other diseases	0.190	6.14E-4
MET	ENSG00000105976	Systemic lupus erythematosus	Autoimmune	Class	-0.049	2.26E-1
MET	ENSG00000105976	Systemic lupus erythematosus	Autoimmune	Healthy	0.024	7.03E-1
MET	ENSG00000105976	Myositis	Autoimmune	All other diseases	0.147	1.18E-5
MET	ENSG00000105976	Myositis	Autoimmune	Class	-0.007	8.15E-1
MET	ENSG00000105976	Myositis	Autoimmune	Healthy	0.055	4.92E-2
MET	ENSG00000105976	Systemic sclerosis	Autoimmune	All other diseases	0.144	1.13E-2
MET	ENSG00000105976	Systemic sclerosis	Autoimmune	Class	0.016	7.86E-1
MET	ENSG00000105976	Systemic sclerosis	Autoimmune	Healthy	0.061	9.32E-2
MET	ENSG00000105976	Acute myeloid leukemia	Cancer	All other diseases	-0.180	4.82E-2
MET	ENSG00000105976	Acute myeloid leukemia	Cancer	Class	-0.153	1.04E-2
MET	ENSG00000105976	Acute myeloid leukemia	Cancer	Healthy	-0.263	1.91E-4
MET	ENSG00000105976	Breast cancer	Cancer	All other diseases	0.074	6.12E-2
MET	ENSG00000105976	Breast cancer	Cancer	Class	0.123	4.67E-5
MET	ENSG00000105976	Breast cancer	Cancer	Healthy	-0.007	8.65E-1
METAP1	ENSG00000164024	Acute myeloid leukemia	Cancer	All other diseases	0.011	8.95E-1
METAP1	ENSG00000164024	Acute myeloid leukemia	Cancer	Class	0.002	9.78E-1
METAP1	ENSG00000164024	Acute myeloid leukemia	Cancer	Healthy	0.177	1.43E-2
METAP1	ENSG00000164024	Sjögrens syndrome	Autoimmune	All other diseases	0.025	6.93E-1
METAP1	ENSG00000164024	Sjögrens syndrome	Autoimmune	Class	-0.020	7.89E-1
METAP1	ENSG00000164024	Sjögrens syndrome	Autoimmune	Healthy	0.097	1.07E-1
