Gene	ENSG ID	Disease	Class	Control	logFC	p-value adjusted
TIE1	ENSG00000066056	MASLD	Metabolic	Healthy	0.381	4.03E-8
TIE1	ENSG00000066056	Streptococcal soft tissue infection	Infection	All other diseases	-0.011	9.02E-1
TIE1	ENSG00000066056	Streptococcal soft tissue infection	Infection	Class	-0.132	9.58E-2
TIE1	ENSG00000066056	Streptococcal soft tissue infection	Infection	Healthy	0.151	6.28E-2
TIE1	ENSG00000066056	Alcohol-related liver disease	Metabolic	All other diseases	0.519	2.63E-2
TIE1	ENSG00000066056	Alcohol-related liver disease	Metabolic	Class	0.344	1.22E-2
TIE1	ENSG00000066056	Alcohol-related liver disease	Metabolic	Healthy	0.649	1.57E-3
TIE1	ENSG00000066056	Obesity	Metabolic	All other diseases	-0.070	1.22E-1
TIE1	ENSG00000066056	Obesity	Metabolic	Class	-0.212	1.37E-8
TIE1	ENSG00000066056	Obesity	Metabolic	Healthy	0.017	7.43E-1
TIE1	ENSG00000066056	Type 2 diabetes	Metabolic	All other diseases	-0.024	8.18E-1
TIE1	ENSG00000066056	Type 2 diabetes	Metabolic	Class	-0.141	5.03E-2
TIE1	ENSG00000066056	Type 2 diabetes	Metabolic	Healthy	0.126	1.42E-1
TIE1	ENSG00000066056	Metabolic syndrome	Metabolic	All other diseases	-0.010	8.01E-1
TIE1	ENSG00000066056	Metabolic syndrome	Metabolic	Class	-0.120	3.84E-4
TIE1	ENSG00000066056	Metabolic syndrome	Metabolic	Healthy	0.126	1.83E-4
TIE1	ENSG00000066056	Staphylococcus aureus bacteremia	Infection	All other diseases	0.066	7.07E-1
TIE1	ENSG00000066056	Staphylococcus aureus bacteremia	Infection	Class	0.048	7.85E-1
TIE1	ENSG00000066056	Staphylococcus aureus bacteremia	Infection	Healthy	0.267	1.44E-1
TIE1	ENSG00000066056	Influenza	Infection	All other diseases	-0.166	7.43E-3
TIE1	ENSG00000066056	Influenza	Infection	Class	-0.368	2.24E-9
TIE1	ENSG00000066056	Influenza	Infection	Healthy	-0.042	5.65E-1
TIE1	ENSG00000066056	E.coli pyelonephritis	Infection	All other diseases	0.321	8.44E-5
TIE1	ENSG00000066056	E.coli pyelonephritis	Infection	Class	0.300	8.70E-4
TIE1	ENSG00000066056	E.coli pyelonephritis	Infection	Healthy	0.400	1.41E-6
TIE1	ENSG00000066056	HIV	Infection	All other diseases	0.256	2.12E-3
TIE1	ENSG00000066056	HIV	Infection	Class	0.081	3.20E-1
TIE1	ENSG00000066056	HIV	Infection	Healthy	0.417	3.48E-4
TIE1	ENSG00000066056	Mycoplasma pneumonia	Infection	All other diseases	0.141	3.90E-1
TIE1	ENSG00000066056	Mycoplasma pneumonia	Infection	Class	-0.020	8.92E-1
TIE1	ENSG00000066056	Mycoplasma pneumonia	Infection	Healthy	0.101	3.36E-1
TIE1	ENSG00000066056	Pneumococcal pneumonia	Infection	All other diseases	0.020	8.58E-1
TIE1	ENSG00000066056	Pneumococcal pneumonia	Infection	Class	-0.013	9.42E-1
TIE1	ENSG00000066056	Pneumococcal pneumonia	Infection	Healthy	0.293	3.07E-3
TIE1	ENSG00000066056	Malaria	Infection	All other diseases	0.483	3.34E-9
TIE1	ENSG00000066056	Malaria	Infection	Class	0.343	2.59E-5
TIE1	ENSG00000066056	Malaria	Infection	Healthy	0.418	8.50E-5
TIE1	ENSG00000066056	Dengue fever	Infection	All other diseases	0.102	6.79E-1
TIE1	ENSG00000066056	Dengue fever	Infection	Class	-0.062	7.72E-1
TIE1	ENSG00000066056	Dengue fever	Infection	Healthy	0.175	4.96E-1
TIE1	ENSG00000066056	Colorectal cancer	Cancer	All other diseases	-0.166	1.73E-4
TIE1	ENSG00000066056	Colorectal cancer	Cancer	Class	-0.069	9.87E-2
TIE1	ENSG00000066056	Colorectal cancer	Cancer	Healthy	-0.040	4.26E-1
TIE1	ENSG00000066056	Cervical cancer	Cancer	All other diseases	-0.138	3.56E-2
TIE1	ENSG00000066056	Cervical cancer	Cancer	Class	-0.029	8.00E-1
TIE1	ENSG00000066056	Cervical cancer	Cancer	Healthy	0.094	2.97E-1
TIE1	ENSG00000066056	Chronic lymphocytic leukemia	Cancer	All other diseases	0.029	8.68E-1
TIE1	ENSG00000066056	Chronic lymphocytic leukemia	Cancer	Class	0.170	1.05E-1
TIE1	ENSG00000066056	Chronic lymphocytic leukemia	Cancer	Healthy	0.254	5.74E-2
TIE1	ENSG00000066056	Endometrial cancer	Cancer	All other diseases	-0.112	1.29E-1
TIE1	ENSG00000066056	Endometrial cancer	Cancer	Class	0.021	8.25E-1
TIE1	ENSG00000066056	Endometrial cancer	Cancer	Healthy	-0.108	1.89E-1
TIE1	ENSG00000066056	Glioma	Cancer	All other diseases	-0.451	4.15E-17
TIE1	ENSG00000066056	Glioma	Cancer	Class	-0.386	3.57E-16
TIE1	ENSG00000066056	Glioma	Cancer	Healthy	-0.269	5.77E-8
TIE1	ENSG00000066056	Hepatocellular cancer	Cancer	All other diseases	0.526	7.44E-11
TIE1	ENSG00000066056	Hepatocellular cancer	Cancer	Class	0.644	1.64E-22
TIE1	ENSG00000066056	Hepatocellular cancer	Cancer	Healthy	0.697	1.03E-12
TIE1	ENSG00000066056	Diffuse large B-cell lymphoma	Cancer	All other diseases	0.058	6.96E-1
TIE1	ENSG00000066056	Diffuse large B-cell lymphoma	Cancer	Class	0.162	1.04E-1
TIE1	ENSG00000066056	Diffuse large B-cell lymphoma	Cancer	Healthy	0.206	4.92E-2
TIE1	ENSG00000066056	Breast ductal carcinoma in situ	Cancer	All other diseases	-0.294	9.82E-3
TIE1	ENSG00000066056	Breast ductal carcinoma in situ	Cancer	Class	-0.164	1.32E-1
TIE1	ENSG00000066056	Breast ductal carcinoma in situ	Cancer	Healthy	-0.250	5.18E-2
TIE1	ENSG00000066056	Pediatric sarcoma	Pediatric	All other diseases	0.242	6.44E-1
TIE1	ENSG00000066056	Pediatric sarcoma	Pediatric	Class	0.401	8.35E-1
TIE1	ENSG00000066056	Pediatric sarcoma	Pediatric	Healthy	0.371	6.02E-1
TIE1	ENSG00000066056	Pediatric systemic inflammatory disease	Pediatric	All other diseases	-3.798	1.09E-233
TIE1	ENSG00000066056	Pediatric systemic inflammatory disease	Pediatric	Class	-3.904	4.10E-47
TIE1	ENSG00000066056	Pediatric systemic inflammatory disease	Pediatric	Healthy	-3.528	1.57E-22
TIE1	ENSG00000066056	Pediatric retinoblastoma	Pediatric	All other diseases	0.303	4.75E-1
TIE1	ENSG00000066056	Pediatric retinoblastoma	Pediatric	Class	0.653	4.39E-1
TIE1	ENSG00000066056	Pediatric retinoblastoma	Pediatric	Healthy	0.146	7.48E-1
TIE1	ENSG00000066056	Schizophrenia	Psychiatric	All other diseases	-0.023	7.96E-1
TIE1	ENSG00000066056	Schizophrenia	Psychiatric	Class	0.076	8.02E-1
TIE1	ENSG00000066056	Schizophrenia	Psychiatric	Healthy	0.117	1.79E-1
TIE1	ENSG00000066056	Bipolar disorder	Psychiatric	All other diseases	-0.086	5.05E-1
TIE1	ENSG00000066056	Bipolar disorder	Psychiatric	Class	-0.069	9.53E-1
TIE1	ENSG00000066056	Bipolar disorder	Psychiatric	Healthy	-0.124	4.54E-1
TIE1	ENSG00000066056	Pediatric neuroblastoma	Pediatric	All other diseases	0.766	1.77E-3
TIE1	ENSG00000066056	Pediatric neuroblastoma	Pediatric	Class	1.135	8.94E-2
TIE1	ENSG00000066056	Pediatric neuroblastoma	Pediatric	Healthy	0.689	1.11E-2
TIE1	ENSG00000066056	Pediatric diffuse astrocytic and oligodendro. tumor	Pediatric	All other diseases	0.089	7.66E-1
TIE1	ENSG00000066056	Pediatric diffuse astrocytic and oligodendro. tumor	Pediatric	Class	0.449	5.20E-1
TIE1	ENSG00000066056	Pediatric diffuse astrocytic and oligodendro. tumor	Pediatric	Healthy	0.313	1.97E-1
TIE1	ENSG00000066056	Pediatric bone tumor	Pediatric	All other diseases	0.246	6.65E-1
TIE1	ENSG00000066056	Pediatric bone tumor	Pediatric	Class	0.629	7.25E-1
TIE1	ENSG00000066056	Pediatric bone tumor	Pediatric	Healthy	0.254	4.60E-1
TIE1	ENSG00000066056	Pediatric CNS tumor	Pediatric	All other diseases	-0.082	8.34E-1
TIE1	ENSG00000066056	Pediatric CNS tumor	Pediatric	Class	0.145	8.78E-1
TIE1	ENSG00000066056	Pediatric CNS tumor	Pediatric	Healthy	-0.077	8.10E-1
TIE1	ENSG00000066056	Pediatric long COVID	Pediatric	All other diseases	0.427	5.64E-2
TIE1	ENSG00000066056	Pediatric long COVID	Pediatric	Class	1.023	3.83E-2
TIE1	ENSG00000066056	Pediatric long COVID	Pediatric	Healthy	0.250	3.42E-1
TIE1	ENSG00000066056	Pediatric lymphoma	Pediatric	All other diseases	0.670	1.20E-1
TIE1	ENSG00000066056	Pediatric lymphoma	Pediatric	Class	1.382	1.36E-1
TIE1	ENSG00000066056	Pediatric lymphoma	Pediatric	Healthy	1.000	1.37E-2
TIE1	ENSG00000066056	Pediatric kidney tumor	Pediatric	All other diseases	0.898	6.53E-3
TIE1	ENSG00000066056	Pediatric kidney tumor	Pediatric	Class	1.057	2.88E-1
TIE1	ENSG00000066056	Pediatric kidney tumor	Pediatric	Healthy	1.200	6.21E-3
TIE1	ENSG00000066056	Viral hepatitis related cirrhosis	Metabolic	All other diseases	0.431	2.51E-7
TIE1	ENSG00000066056	Viral hepatitis related cirrhosis	Metabolic	Class	0.310	2.77E-6
TIE1	ENSG00000066056	Viral hepatitis related cirrhosis	Metabolic	Healthy	0.490	5.16E-8
TIE1	ENSG00000066056	Systemic lupus erythematosus	Autoimmune	All other diseases	0.286	1.25E-4
TIE1	ENSG00000066056	Systemic lupus erythematosus	Autoimmune	Class	0.036	6.49E-1
TIE1	ENSG00000066056	Systemic lupus erythematosus	Autoimmune	Healthy	0.395	6.71E-4
TIE1	ENSG00000066056	Rheumatoid arthritis	Autoimmune	All other diseases	0.185	4.39E-2
TIE1	ENSG00000066056	Rheumatoid arthritis	Autoimmune	Class	0.089	3.23E-1
TIE1	ENSG00000066056	Rheumatoid arthritis	Autoimmune	Healthy	0.249	9.04E-4
TIE1	ENSG00000066056	Sjögrens syndrome	Autoimmune	All other diseases	0.223	7.51E-3
TIE1	ENSG00000066056	Sjögrens syndrome	Autoimmune	Class	0.060	4.70E-1
TIE1	ENSG00000066056	Sjögrens syndrome	Autoimmune	Healthy	0.395	2.15E-7
TIE1	ENSG00000066056	Acute myeloid leukemia	Cancer	All other diseases	0.135	2.88E-1
TIE1	ENSG00000066056	Acute myeloid leukemia	Cancer	Class	0.245	6.99E-3
TIE1	ENSG00000066056	Acute myeloid leukemia	Cancer	Healthy	0.328	9.58E-4
TIE1	ENSG00000066056	Breast cancer	Cancer	All other diseases	-0.086	1.38E-1
TIE1	ENSG00000066056	Breast cancer	Cancer	Class	0.038	5.32E-1
TIE1	ENSG00000066056	Breast cancer	Cancer	Healthy	-0.002	9.77E-1
TIE1	ENSG00000066056	Systemic sclerosis	Autoimmune	All other diseases	0.166	3.46E-2
TIE1	ENSG00000066056	Systemic sclerosis	Autoimmune	Class	0.000	9.95E-1
TIE1	ENSG00000066056	Systemic sclerosis	Autoimmune	Healthy	0.294	7.41E-5
TIE1	ENSG00000066056	Multiple sclerosis	Autoimmune	All other diseases	0.092	4.69E-2
TIE1	ENSG00000066056	Multiple sclerosis	Autoimmune	Class	-0.171	7.47E-5
TIE1	ENSG00000066056	Multiple sclerosis	Autoimmune	Healthy	0.225	1.93E-5
TIE1	ENSG00000066056	Myositis	Autoimmune	All other diseases	0.179	1.27E-4
TIE1	ENSG00000066056	Myositis	Autoimmune	Class	0.028	5.60E-1
TIE1	ENSG00000066056	Myositis	Autoimmune	Healthy	0.268	1.35E-8
TIE1	ENSG00000066056	Acute coronary syndrome	Cardiovascular	All other diseases	0.220	6.11E-2
TIE1	ENSG00000066056	Acute coronary syndrome	Cardiovascular	Class	0.240	5.12E-3
TIE1	ENSG00000066056	Acute coronary syndrome	Cardiovascular	Healthy	0.358	2.37E-5
TIE1	ENSG00000066056	Small intestine neuroendocrine tumor	Cancer	All other diseases	-0.102	4.69E-1
TIE1	ENSG00000066056	Small intestine neuroendocrine tumor	Cancer	Class	0.002	9.93E-1
TIE1	ENSG00000066056	Small intestine neuroendocrine tumor	Cancer	Healthy	0.129	3.41E-1
TIE1	ENSG00000066056	Abdominal aortic aneurysm	Cardiovascular	All other diseases	-0.123	1.39E-1
TIE1	ENSG00000066056	Abdominal aortic aneurysm	Cardiovascular	Class	-0.100	2.71E-1
TIE1	ENSG00000066056	Abdominal aortic aneurysm	Cardiovascular	Healthy	0.162	1.70E-1
TIE1	ENSG00000066056	Previous venous thromboembolism	Cardiovascular	All other diseases	0.178	1.86E-2
TIE1	ENSG00000066056	Previous venous thromboembolism	Cardiovascular	Class	0.181	9.61E-3
TIE1	ENSG00000066056	Previous venous thromboembolism	Cardiovascular	Healthy	0.327	8.24E-6
TIE1	ENSG00000066056	Bacterial gastroenteritis	Infection	All other diseases	0.082	6.58E-1
TIE1	ENSG00000066056	Bacterial gastroenteritis	Infection	Class	-0.101	5.75E-1
TIE1	ENSG00000066056	Bacterial gastroenteritis	Infection	Healthy	0.272	2.27E-1
TIE1	ENSG00000066056	Acute venous thromboembolism	Cardiovascular	All other diseases	-0.031	8.60E-1
TIE1	ENSG00000066056	Acute venous thromboembolism	Cardiovascular	Class	-0.131	1.96E-1
TIE1	ENSG00000066056	Acute venous thromboembolism	Cardiovascular	Healthy	0.163	2.27E-1
TIE1	ENSG00000066056	Coronary artery calcification	Cardiovascular	All other diseases	-0.102	1.40E-2
TIE1	ENSG00000066056	Coronary artery calcification	Cardiovascular	Class	-0.182	1.42E-5
TIE1	ENSG00000066056	Coronary artery calcification	Cardiovascular	Healthy	0.027	6.10E-1
TIE1	ENSG00000066056	Prostate cancer	Cancer	All other diseases	-0.120	3.92E-2
TIE1	ENSG00000066056	Prostate cancer	Cancer	Class	-0.041	4.88E-1
TIE1	ENSG00000066056	Prostate cancer	Cancer	Healthy	0.028	7.02E-1
TIGAR	ENSG00000078237	Prostate cancer	Cancer	All other diseases	-0.056	5.17E-1
TIGAR	ENSG00000078237	Prostate cancer	Cancer	Class	-0.125	1.69E-1
TIGAR	ENSG00000078237	Prostate cancer	Cancer	Healthy	0.352	1.17E-4
TIGAR	ENSG00000078237	Abdominal aortic aneurysm	Cardiovascular	All other diseases	-0.529	6.66E-7
TIGAR	ENSG00000078237	Abdominal aortic aneurysm	Cardiovascular	Class	-0.057	5.85E-1
TIGAR	ENSG00000078237	Abdominal aortic aneurysm	Cardiovascular	Healthy	0.061	7.26E-1
TIGAR	ENSG00000078237	Acute coronary syndrome	Cardiovascular	All other diseases	-0.466	1.79E-3
TIGAR	ENSG00000078237	Acute coronary syndrome	Cardiovascular	Class	0.035	7.59E-1
TIGAR	ENSG00000078237	Acute coronary syndrome	Cardiovascular	Healthy	-0.009	9.50E-1
TIGAR	ENSG00000078237	Small intestine neuroendocrine tumor	Cancer	All other diseases	-0.335	4.66E-2
TIGAR	ENSG00000078237	Small intestine neuroendocrine tumor	Cancer	Class	-0.329	8.90E-2
TIGAR	ENSG00000078237	Small intestine neuroendocrine tumor	Cancer	Healthy	0.212	1.03E-1
TIGAR	ENSG00000078237	Acute venous thromboembolism	Cardiovascular	All other diseases	-0.500	4.43E-3
TIGAR	ENSG00000078237	Acute venous thromboembolism	Cardiovascular	Class	-0.011	9.36E-1
TIGAR	ENSG00000078237	Acute venous thromboembolism	Cardiovascular	Healthy	0.051	7.50E-1
TIGAR	ENSG00000078237	Coronary artery calcification	Cardiovascular	All other diseases	-0.345	9.82E-10
TIGAR	ENSG00000078237	Coronary artery calcification	Cardiovascular	Class	0.138	4.16E-3
TIGAR	ENSG00000078237	Coronary artery calcification	Cardiovascular	Healthy	0.051	4.80E-1
TIGAR	ENSG00000078237	Previous venous thromboembolism	Cardiovascular	All other diseases	-0.617	1.49E-9
TIGAR	ENSG00000078237	Previous venous thromboembolism	Cardiovascular	Class	-0.175	2.13E-2
TIGAR	ENSG00000078237	Previous venous thromboembolism	Cardiovascular	Healthy	-0.151	6.18E-2
TIGAR	ENSG00000078237	Bacterial gastroenteritis	Infection	All other diseases	0.620	2.80E-3
TIGAR	ENSG00000078237	Bacterial gastroenteritis	Infection	Class	0.096	7.97E-1
TIGAR	ENSG00000078237	Bacterial gastroenteritis	Infection	Healthy	1.073	2.94E-4
TIGAR	ENSG00000078237	Breast ductal carcinoma in situ	Cancer	All other diseases	-0.237	1.44E-1
TIGAR	ENSG00000078237	Breast ductal carcinoma in situ	Cancer	Class	-0.200	2.51E-1
TIGAR	ENSG00000078237	Breast ductal carcinoma in situ	Cancer	Healthy	0.059	7.78E-1
TIGAR	ENSG00000078237	Chronic lymphocytic leukemia	Cancer	All other diseases	0.936	1.98E-10
TIGAR	ENSG00000078237	Chronic lymphocytic leukemia	Cancer	Class	0.992	2.91E-12
TIGAR	ENSG00000078237	Chronic lymphocytic leukemia	Cancer	Healthy	1.496	2.58E-7
TIGAR	ENSG00000078237	Colorectal cancer	Cancer	All other diseases	-0.024	7.25E-1
TIGAR	ENSG00000078237	Colorectal cancer	Cancer	Class	-0.034	6.28E-1
TIGAR	ENSG00000078237	Colorectal cancer	Cancer	Healthy	0.295	1.03E-5
TIGAR	ENSG00000078237	Cervical cancer	Cancer	All other diseases	-0.379	2.71E-5
TIGAR	ENSG00000078237	Cervical cancer	Cancer	Class	-0.274	1.87E-2
TIGAR	ENSG00000078237	Cervical cancer	Cancer	Healthy	0.132	1.86E-1
TIGAR	ENSG00000078237	Diffuse large B-cell lymphoma	Cancer	All other diseases	0.350	2.95E-2
TIGAR	ENSG00000078237	Diffuse large B-cell lymphoma	Cancer	Class	0.388	1.35E-2
TIGAR	ENSG00000078237	Diffuse large B-cell lymphoma	Cancer	Healthy	0.780	5.79E-5
TIGAR	ENSG00000078237	Endometrial cancer	Cancer	All other diseases	-0.253	1.07E-2
TIGAR	ENSG00000078237	Endometrial cancer	Cancer	Class	-0.223	2.81E-2
TIGAR	ENSG00000078237	Endometrial cancer	Cancer	Healthy	-0.019	8.61E-1
TIGAR	ENSG00000078237	Glioma	Cancer	All other diseases	-0.274	3.55E-4
TIGAR	ENSG00000078237	Glioma	Cancer	Class	-0.259	6.80E-4
TIGAR	ENSG00000078237	Glioma	Cancer	Healthy	0.167	2.69E-2
TIGAR	ENSG00000078237	Hepatocellular cancer	Cancer	All other diseases	0.468	4.71E-5
TIGAR	ENSG00000078237	Hepatocellular cancer	Cancer	Class	0.514	5.27E-6
TIGAR	ENSG00000078237	Hepatocellular cancer	Cancer	Healthy	0.877	1.07E-6
TIGAR	ENSG00000078237	Staphylococcus aureus bacteremia	Infection	All other diseases	0.598	3.11E-3
TIGAR	ENSG00000078237	Staphylococcus aureus bacteremia	Infection	Class	0.078	8.02E-1
TIGAR	ENSG00000078237	Staphylococcus aureus bacteremia	Infection	Healthy	1.193	4.93E-6
TIGAR	ENSG00000078237	Alcohol-related liver disease	Metabolic	All other diseases	0.701	2.96E-2
TIGAR	ENSG00000078237	Alcohol-related liver disease	Metabolic	Class	0.813	6.80E-3
TIGAR	ENSG00000078237	Alcohol-related liver disease	Metabolic	Healthy	1.438	1.99E-5
TIGAR	ENSG00000078237	Chronic liver disease	Metabolic	All other diseases	1.021	1.30E-9
TIGAR	ENSG00000078237	Chronic liver disease	Metabolic	Class	1.178	1.81E-11
TIGAR	ENSG00000078237	Chronic liver disease	Metabolic	Healthy	1.453	1.83E-6
TIGAR	ENSG00000078237	MASLD	Metabolic	All other diseases	0.084	4.68E-1
TIGAR	ENSG00000078237	MASLD	Metabolic	Class	0.105	4.38E-1
